time,length,id
90,5,6952713
45,2,6952713
90,4,7284202
45,2,7284202
90,2,7090071
45,1,7090071
90,4,10408475
45,1,10408475
90,3,7420846
90,5,6916907
45,1,6916907
90,4,4810780
45,2,4810780
90,5,7070199
45,2,7070199
90,5,6992444
45,1,6992444
90,4,6784270
90,4,4810784
45,2,4810784
90,4,6992448
45,2,6992448
90,3,8738502
45,3,8738502
90,4,7821430
45,1,7821430
90,3,9576192
45,1,9576192
90,5,11173343
45,2,11173343
90,3,8896861
45,1,8896861
90,3,7851920
45,3,7851920
90,6,9576116
45,1,9576116
90,3,8445528
45,2,8445528
90,4,6965697
45,1,6965697
90,3,8897128
45,2,8897128
90,4,6807707
45,2,6807707
90,5,7821641
45,1,7821641
90,3,7735624
90,3,7396561
45,1,7396561
90,5,6768215
45,2,6768215
90,4,7288668
45,1,7288668
90,6,11407402
45,1,11407402
90,4,6965688
45,1,6965688
90,3,7437881
90,4,7338131
45,2,7338131
90,3,8897072
45,1,8897072
90,4,6958564
45,1,6958564
90,4,7380762
45,2,7380762
90,4,6952704
45,1,6952704
90,3,7070196
90,3,4810804
45,1,4810804
90,5,6735166
45,1,6735166
90,3,6885899
45,1,6885899
90,4,7828047
90,6,11368763
45,3,11368763
90,3,8896852
90,3,7288554
90,4,6992459
45,3,6992459
90,4,7255269
45,1,7255269
90,4,8428146
90,3,7332311
45,1,7332311
90,3,7288559
45,2,7288559
90,5,7293085
90,3,6770574
90,4,3965727
45,1,3965727
90,3,8243696
45,2,8243696
90,3,5583012
45,1,5583012
90,4,6741605
45,2,6741605
90,3,7269081
45,2,7269081
90,4,7901091
45,2,7901091
90,7,7885080
45,4,7885080
90,6,6579518
45,3,6579518
90,3,7297060
90,5,7396557
90,3,6965684
45,1,6965684
90,4,6953413
45,1,6953413
90,3,6784859
90,5,12099772
45,3,12099772
90,3,7228863
45,2,7228863
90,5,9539022
45,1,9539022
90,3,6784702
90,3,6953407
45,2,6953407
90,3,10385380
45,1,10385380
90,4,7631879
45,2,7631879
90,3,7269084
45,1,7269084
90,3,5582954
45,1,5582954
90,4,6954373
90,3,7090100
45,1,7090100
90,3,8897094
90,3,5582648
45,1,5582648
90,3,8272195
90,5,6768294
45,1,6768294
90,4,7827982
45,1,7827982
90,3,7090015
45,2,7090015
90,3,8414158
45,1,8414158
90,3,7764317
45,1,7764317
90,4,11392841
45,3,11392841
90,3,10388474
45,1,10388474
90,4,6768168
45,1,6768168
90,3,5509268
45,1,5509268
90,3,10385390
45,2,10385390
90,2,5615130
45,1,5615130
90,4,7142175
90,3,7322050
45,1,7322050
90,4,5509552
45,3,5509552
90,4,7080181
90,2,7213779
45,2,7213779
90,3,6768288
45,2,6768288
90,3,7458975
45,1,7458975
90,7,11407341
45,3,11407341
90,7,8738692
45,2,7498274
90,3,7213780
45,1,7213780
90,4,7498242
45,1,7498242
90,5,7828080
45,2,7828080
90,4,10408523
45,2,10408523
90,4,5583138
45,2,5583138
90,3,7388815
90,4,11391330
90,2,5614794
90,4,7437760
45,1,7437760
90,3,7646585
45,1,7646585
90,4,9099496
45,2,9099496
90,3,7590262
45,2,7590262
90,2,10390006
45,1,5614400
90,3,8897152
45,1,8897152
90,3,8896873
45,3,8896873
90,7,8897225
45,1,8897225
90,3,10385406
45,3,10385406
90,2,10389828
45,2,10389828
90,4,7568480
45,2,7568480
90,4,8678930
45,2,8678930
90,3,8243434
45,1,8243434
90,3,7458866
45,1,7458866
90,3,7498120
45,2,7498120
90,2,7142001
90,3,8272018
90,3,7652474
90,3,7437993
45,1,7437993
90,2,8897067
45,1,8897067
90,3,6768358
45,2,6768358
90,6,11452940
45,4,11452940
90,3,6916908
45,1,7851666
90,4,6958569
45,2,6958569
45,1,7070205
45,1,5614950
90,2,7828002
45,2,7828002
45,3,10388309
45,3,7821480
90,2,7437905
45,1,7437905
90,2,8280803
45,3,8280803
90,3,3965575
45,1,3965575
45,1,7851735
90,3,7417042
45,1,7417042
90,1,9576185
45,1,9576185
90,4,8678510
45,2,8678510
90,3,7652467
90,1,5582866
45,2,5582866
90,2,7821667
45,1,7821667
45,2,7255264
90,2,10411470
45,1,10411470
90,4,7673382
45,2,7673382
90,4,7288616
45,1,7288616
90,4,7090338
90,4,7396564
45,2,7396564
90,5,6958577
45,4,6958577
90,5,6949365
45,1,6949365
90,4,6953408
45,1,6953408
90,4,6953411
45,2,6953411
90,3,6768290
45,1,6768290
90,3,7248353
45,1,7248353
90,3,7269085
45,1,7269085
90,4,7284199
45,2,7284199
90,4,7821501
90,2,7079968
45,1,7079968
90,4,7255263
45,1,7255263
90,4,8190112
45,3,8190112
90,5,7673377
45,1,7673377
90,3,6580272
45,2,6580272
90,4,7295225
45,2,7295225
90,4,7396554
45,1,7396554
90,3,7303939
45,1,7303939
90,4,7380764
45,1,7380764
90,4,7828218
45,9,7828218
90,4,8425276
45,3,8425276
90,3,11157124
45,1,11157124
90,4,7646587
45,1,7646587
90,4,7284201
45,1,7284201
90,4,7338141
45,1,7338141
90,3,7590261
45,1,7590261
90,4,7348574
45,3,7348574
90,4,10013537
45,1,10013537
90,4,8897098
45,4,8897098
90,3,7293082
90,5,6949370
45,2,6949370
90,4,8243582
45,1,8243582
90,3,10411471
45,1,10411471
90,4,7659872
45,2,7659872
90,4,6952710
45,1,6952710
90,5,7284198
45,3,7284198
90,4,7284204
90,6,10390132
45,1,10390132
90,4,10389858
45,4,10389858
90,3,10114687
45,1,10114687
90,4,7396563
45,2,7396563
90,3,7269083
90,4,7821623
90,4,10385729
45,2,10385729
90,3,6939524
45,1,6939524
90,5,11369397
45,1,11369397
90,3,7420841
45,1,7420841
90,3,6768160
45,2,6768160
90,1,7459046
90,2,6770991
90,4,4810806
45,1,4810806
90,10,11368600
45,5,11368600
90,3,7070195
45,1,7070195
90,4,7269078
90,3,7213783
45,1,7213783
90,5,10389724
45,2,10389724
90,3,7320622
45,1,7320622
90,4,7652476
45,1,7652476
90,4,6768351
45,2,6768351
90,4,6958568
45,2,6958568
90,4,7673379
45,1,7673379
90,3,7108373
90,3,7275708
45,2,7275708
90,4,7821543
45,1,7821543
90,3,6721432
45,1,6721432
90,4,6885901
45,1,6885901
90,4,7259957
45,2,7259957
90,4,7297061
45,1,7297061
90,3,7437918
45,1,7437918
90,4,7284200
45,1,7284200
90,3,7275733
45,1,7275733
45,1,7248352
90,4,7438731
45,2,7438731
90,2,7438538
90,4,7437808
45,2,7437808
90,3,7338134
45,1,7338134
90,3,7338138
90,5,6952711
90,3,7343223
45,1,7343223
90,3,7664296
45,1,7664296
90,3,6949366
45,1,6949366
90,3,6741594
90,3,6885900
45,1,6885900
90,3,7821622
45,1,7821622
90,4,6916900
45,2,6916900
90,3,7263239
45,1,7263239
90,4,7901134
90,5,7437725
45,2,7437725
90,4,8970514
90,5,7348578
45,2,7348578
90,4,7035292
45,1,7035292
90,3,7438671
45,1,7438671
90,4,6958580
45,1,6958580
90,3,7090315
45,1,7090315
90,3,7671279
45,1,7671279
90,3,10389799
45,1,10389799
90,4,8243685
45,1,8243685
90,5,10408428
90,4,7348575
90,3,7292837
45,1,7292837
90,3,7343227
45,1,7343227
90,3,7080207
90,3,7590264
45,1,7590264
90,3,7459064
90,4,7263237
45,1,7263237
90,3,7851486
90,3,10389990
45,2,10389990
90,2,4810872
45,1,4810872
90,3,7108348
90,3,7343902
90,4,7438641
90,3,6732023
45,1,6732023
90,3,7293088
45,1,7293088
90,3,10385709
45,4,10385709
90,3,7343226
45,1,7343226
90,2,7080026
45,1,7080026
90,3,5442990
45,3,5442990
90,3,7598842
45,1,7598842
90,3,7420847
45,1,7420847
90,4,6965686
45,1,6965686
90,3,7947222
45,1,7947222
90,5,8966233
90,4,6885895
90,4,7228867
45,2,7228867
90,3,6992446
45,1,6992446
90,3,6965693
45,1,6965693
90,4,7574320
45,2,7574320
90,3,6958576
45,2,6958576
90,4,7659593
45,1,7659593
90,4,7568474
90,3,7283431
45,1,7283431
90,5,6992447
45,3,6992447
90,3,7437927
45,2,7437927
45,2,6916902
90,3,7288762
45,2,7288762
90,3,7297063
45,1,7297063
90,4,6768220
45,4,6768220
90,3,7079903
45,2,7079903
90,4,7598844
45,2,7598844
90,4,6958571
45,4,6958571
90,6,10388382
45,2,10388382
90,5,8692269
45,2,8692269
90,4,4810840
45,1,4810840
90,3,7360936
90,6,6968563
45,2,6968563
90,3,7664295
45,2,7664295
45,1,7288558
90,4,7373318
45,1,7373318
90,4,7673381
45,1,7673381
90,5,6965696
90,3,7827932
90,5,7827942
45,1,7827942
90,4,6953406
45,2,6953406
90,4,7320621
45,1,7320621
90,3,6952715
45,1,6952715
90,5,10388233
90,5,7648918
45,1,7648918
90,5,9373792
45,1,9373792
90,4,5583020
45,2,5583020
90,2,10389778
90,4,9576400
45,2,9576400
90,3,7248354
45,1,7248354
90,4,6768357
45,3,6768357
90,4,6958574
90,4,7228868
45,1,7228868
90,4,7293084
45,2,7293084
90,5,7432233
45,1,7432233
90,5,7348580
45,1,7348580
90,4,7299745
45,3,7299745
90,4,6952716
45,4,6952716
90,5,7228864
90,4,10054009
45,2,10054009
90,3,7348577
45,1,7348577
90,12,6885897
45,8,6885897
90,1,8833559
90,2,7438101
45,1,7438101
90,3,7851705
90,3,7438045
45,1,7438045
90,3,5509898
90,4,7275729
45,1,7275729
90,3,7764312
45,3,7764312
90,3,6958578
45,1,6958578
90,4,7631882
90,5,7269080
45,2,7269080
90,4,7828033
45,1,7828033
90,6,7354874
45,2,7354874
90,3,7669856
90,3,6741593
45,1,6741593
90,4,4810842
45,2,4810842
90,3,7320625
45,2,7320625
90,5,7338139
45,1,7338139
90,4,6944144
45,2,6944144
90,6,8905866
90,3,7053197
45,1,7053197
90,4,6968567
45,1,6968567
90,4,7332310
45,2,7332310
90,4,7437780
45,1,7437780
90,5,7396553
45,1,7396553
90,3,7673378
45,1,7673378
90,4,8896961
45,3,8896961
90,4,6885898
45,1,6885898
90,4,4810866
45,1,4810866
90,3,3947235
45,2,3947235
90,4,7299692
90,6,10408260
45,1,10408260
90,3,9594634
45,1,9594634
90,4,6885896
45,1,6885896
90,3,7332309
45,2,7332309
90,2,6971184
90,6,8245842
90,3,7459089
90,3,7299746
90,3,7089876
45,1,7089876
90,3,7787489
45,2,7787489
90,3,6768356
45,1,6768356
90,3,7568476
45,1,7568476
90,4,7360937
90,2,5582826
45,1,5582826
90,2,7490716
90,3,7437888
45,1,7437888
90,5,7659864
45,1,7659864
90,5,6973954
45,2,6973954
90,5,11352456
45,1,11352456
90,4,8692234
45,2,8692234
90,2,7438686
45,3,7438686
90,4,8000572
45,1,8000572
90,3,7303942
45,1,7303942
90,3,7293083
45,1,7293083
90,4,7901107
45,4,7901107
90,4,7569179
45,1,7569179
90,3,9594753
90,3,5764836
45,1,5764836
90,5,8966235
45,3,8966235
90,3,8897081
45,2,8897081
90,8,11453020
45,4,11453020
90,4,7459024
90,4,5509514
90,4,7412122
45,1,7412122
90,3,7343220
45,1,7343220
90,4,7437935
45,1,7437935
90,4,3965815
90,4,6916909
45,2,6916909
45,1,6506750
90,5,7332307
45,1,7332307
90,4,8833617
45,2,8833617
90,3,8897133
45,1,8897133
45,2,6916911
90,3,7623976
90,3,6971188
45,2,6971188
90,3,10389737
90,3,7828180
45,2,7828180
90,4,7787493
45,2,7787493
90,4,10385398
45,3,10385398
90,4,7977607
45,1,7977607
45,1,8833586
90,4,9594512
45,2,9594512
90,3,7090230
45,1,7090230
90,3,9576251
45,2,9576251
90,4,10236821
45,3,10236821
90,2,3976705
90,4,7900716
45,3,7900716
90,4,7343224
45,2,7343224
90,3,9514290
45,1,9514290
90,3,7244643
45,1,7244643
90,3,7263241
45,1,7263241
90,4,4157713
45,2,4157713
90,7,10230562
45,4,10230562
90,4,8897197
45,3,8897197
45,1,7297062
45,2,6953412
90,3,7787496
45,1,7787496
90,3,7396567
45,2,7396567
90,3,6784464
90,3,7821496
90,3,10385616
45,2,10385616
90,4,7299748
45,2,7299748
90,5,10388484
45,3,10388484
90,4,7438024
45,1,7438024
90,4,7275732
90,3,7636109
45,1,7636109
90,3,6784869
45,2,6784869
90,3,7568472
45,3,7568472
90,5,7288555
45,3,7288555
90,3,7412121
45,1,7412121
45,2,7659595
90,5,8897000
45,1,8897000
90,3,6771020
90,8,6958566
45,2,6958566
90,3,8833507
45,1,8833507
90,3,5509584
90,4,9576238
45,2,9576238
90,2,7828251
45,1,7828251
90,2,7459210
45,2,7459210
90,3,9594346
45,1,9594346
90,1,7090351
45,2,7090351
45,3,11406910
90,3,6506782
45,1,6506782
90,4,7338132
90,4,7498049
45,2,7498049
90,3,8897182
45,3,8897182
90,3,9576326
45,2,9576326
90,4,3947249
45,1,3947249
90,2,6784701
90,3,6830133
90,5,11391441
45,4,11391441
90,2,7438031
45,2,7438031
90,3,5582604
45,1,5582604
90,3,7438104
45,1,7438104
90,3,7437925
45,2,7437925
90,4,5509240
90,4,6971187
45,1,6971187
90,2,8896966
45,1,8896966
90,3,6771061
90,3,7631880
45,2,7631880
90,3,6958575
45,2,6958575
90,5,9576151
45,1,9576151
90,3,7213784
45,1,7213784
90,2,7070197
45,1,7070197
90,3,6770556
90,6,11396343
45,1,11396343
90,3,7568477
45,1,7568477
90,4,7338140
45,1,7338140
90,3,5234568
45,2,5234568
90,3,7828187
45,2,7828187
90,3,10385578
45,1,10385578
90,3,7673383
45,1,7673383
90,3,9672047
45,2,9672047
90,3,10389825
45,3,10389825
90,4,6958570
45,2,6958570
90,3,11453141
45,5,11453141
90,4,9576069
45,2,9576069
90,3,6768164
45,3,6768164
90,4,7851830
45,3,7851830
90,5,10385558
45,1,10385558
90,4,10388392
45,1,10388392
90,3,10411702
45,3,10411702
90,4,7828124
90,3,7598846
45,1,7598846
90,4,7636106
45,1,7636106
90,3,8833570
90,8,11392892
45,5,11392892
90,3,7851902
90,5,7438109
45,1,7438109
90,4,7407401
45,1,7407401
90,3,6784730
45,1,6784730
90,3,9576207
45,2,9576207
90,4,7080015
90,2,8243607
45,1,8243607
90,2,8897229
90,4,9603059
45,6,9603059
90,4,6768268
45,1,6768268
90,5,10385392
45,4,10385392
90,4,6872227
45,3,6872227
90,3,5764250
90,5,7396568
45,1,7396568
90,2,5583024
45,5,5583024
90,3,10045754
45,3,10045754
90,2,9594262
45,1,9594262
90,4,7320620
45,2,7320620
90,2,3976863
90,2,7851923
45,3,7851923
90,3,3947443
45,1,3947443
90,3,7090014
45,2,7090014
90,5,6872224
45,2,6872224
90,4,7590265
45,1,7590265
90,2,3947157
45,2,3947157
90,3,7437967
45,1,7437967
90,4,7396566
45,1,7396566
90,4,7885201
45,1,7885201
90,4,9672048
45,2,9672048
90,4,7652472
45,1,7652472
90,3,7420842
45,1,7420842
90,3,7459067
45,5,7459067
90,4,7343903
45,1,7343903
90,3,7306823
45,1,7306823
90,4,8833584
90,4,7354877
45,2,7354877
90,3,7244645
45,1,7244645
90,6,7664300
45,2,7664300
90,5,6971186
45,1,6971186
90,4,6916912
90,4,7306779
45,1,7306779
90,2,10097623
45,1,10097623
90,8,6965682
45,1,6965682
90,5,6958567
45,2,6958567
90,4,8966161
90,3,7437775
45,1,7437775
90,3,4810788
45,2,4810788
90,4,7437800
90,3,7275730
90,4,7255266
45,1,7255266
90,1,5614982
90,4,7343225
45,1,7343225
90,4,7396562
45,2,7396562
90,3,7459016
45,1,7459016
90,4,6741602
90,2,8833556
90,4,8081230
45,1,8081230
90,4,7388817
45,2,7388817
90,5,6965683
45,2,6965683
90,3,6992442
45,2,6992442
90,4,6971190
45,2,6971190
90,3,7248358
45,2,7248358
90,3,7459172
45,2,7459172
90,4,6506774
45,4,6506774
90,3,7636108
90,3,7303936
45,2,7303936
90,4,6965695
45,3,6965695
90,4,10388452
45,2,10388452
90,4,6901189
45,2,6901189
90,5,7437900
45,2,7437900
90,3,7459022
45,1,7459022
90,3,8966434
45,1,8966434
90,3,7108402
45,1,7108402
90,2,5614782
90,4,7623974
45,1,7623974
90,4,6916895
45,3,6916895
90,4,10913378
45,4,10913378
90,5,8246211
45,3,8246211
90,3,5582616
45,1,5582616
90,4,7498170
90,4,8833696
45,2,8833696
90,2,10389970
45,1,10389970
90,4,7293086
45,1,7293086
90,3,9576308
90,3,7827922
45,1,7827922
90,4,7248356
45,1,7248356
90,4,7263236
45,2,7263236
45,1,9594279
45,4,8425200
90,5,6965694
45,1,6965694
90,3,6741600
45,1,6741600
90,6,10987524
45,6,10987524
90,4,7437804
45,4,7437804
90,4,7348581
45,2,7348581
90,3,9594739
45,2,9594739
90,4,8245992
90,3,6807592
90,2,7438617
45,2,7438617
90,4,8896936
45,1,8896936
90,7,9688866
45,2,9688866
90,2,7080258
45,1,7080258
90,4,10121851
45,2,10121851
90,8,6768154
45,1,6768154
90,5,7186014
45,1,7186014
90,3,9099581
45,2,9099581
90,3,7901070
90,3,7437737
45,2,7437737
90,3,7828236
45,4,7828236
90,6,8897037
45,2,8897037
90,4,6939528
90,5,6949371
45,2,6949371
90,4,7265794
45,2,7265794
90,4,9594495
45,1,9594495
90,3,7490892
90,4,3947447
90,3,5614990
90,1,7823163
45,1,7823163
90,4,7412116
45,1,7412116
90,4,7396565
45,2,7396565
90,3,6872229
45,2,6872229
90,4,10408585
45,5,10408585
90,3,4810782
45,2,4810782
90,3,5509272
90,4,7265792
45,2,7265792
90,3,7080018
90,4,7568479
45,2,7568479
90,3,7269079
45,1,7269079
90,3,7498355
90,3,8966174
90,4,7396559
45,2,7396559
90,6,8848497
90,3,7360939
45,2,7360939
90,6,7623973
90,5,3965545
45,1,3965545
90,3,7623977
45,1,7623977
90,4,7568473
45,1,7568473
90,3,7652470
45,1,7652470
90,4,6952709
45,2,6952709
90,3,6784738
45,2,6968562
90,3,6958565
45,2,6958565
90,6,11406861
45,3,11406861
90,3,6729117
45,2,6729117
90,3,7598843
45,1,7598843
90,6,9594507
45,1,9594507
90,3,4810816
45,2,4810816
90,3,7420848
45,2,7420848
90,1,8738841
90,3,7646591
45,1,7646591
90,4,7297057
45,2,7297057
90,4,7338136
45,1,7338136
90,3,10385491
45,1,10385491
90,3,8738894
90,4,7437919
45,1,7437919
90,3,7108329
45,1,7108329
90,4,7787494
45,2,7787494
90,4,7288556
90,3,8272070
45,2,8272070
90,3,6968565
90,1,10389758
45,1,10389758
90,2,9576259
45,1,9576259
90,3,6768205
90,4,7255262
45,2,7255262
90,3,8246101
45,2,8246101
90,5,11724994
45,4,11724994
90,3,8245957
45,1,8245957
90,3,7332312
45,1,7332312
90,3,7631881
45,2,7631881
90,4,7288552
90,4,6965687
45,1,6965687
90,3,8970378
90,2,7438427
45,1,7438427
90,3,8897048
90,4,7297058
45,2,7297058
90,3,10389750
45,2,10389750
90,4,7977606
45,1,7977606
90,4,8075733
45,1,8075733
90,3,7090332
45,1,7090332
90,2,4158015
45,1,4158015
90,3,7213781
45,2,7213781
90,3,7598847
45,1,7598847
90,2,6771018
90,2,4157877
45,1,4157877
90,3,10411724
90,3,9662138
45,4,9662138
90,3,9301659
45,1,9301659
90,4,8243705
45,5,8243705
90,4,7458914
45,2,7458914
90,6,11392873
45,2,11392873
90,4,8337910
45,2,7498078
90,4,8120415
45,2,8120415
90,3,7396558
45,2,7396558
90,3,7213782
45,1,7213782
90,3,11396451
45,3,11396451
90,3,7388814
90,4,8738772
45,1,8738772
90,6,8842769
45,5,8842769
90,3,7438687
90,4,7263240
45,1,7263240
90,2,6768377
45,2,6768377
90,3,8170431
45,2,8170431
45,1,8738846
90,3,8896945
45,3,8896945
90,2,3965701
45,2,3965701
90,3,7827939
45,2,7827939
90,3,9602903
45,2,9602903
90,3,8966188
45,1,8966188
90,3,11406863
45,1,11406863
90,3,7498084
45,2,7498084
90,1,10236824
45,2,10236824
90,3,8243395
45,3,8243395
90,3,10408297
90,6,10408430
45,2,10408430
90,3,7090177
45,3,7090177
90,3,7590263
45,1,7590263
90,3,7090199
45,2,7090199
90,3,7263242
45,1,7263242
90,3,8243442
45,3,8243442
90,3,8897159
45,4,8897159
90,4,6992453
45,1,6992453
90,4,7459160
45,1,7459160
90,2,8738665
90,3,8833622
90,3,7108711
45,1,7108711
90,4,11391452
45,4,11391452
90,5,7802969
45,1,7802969
90,3,7828021
45,1,7828021
90,3,3965779
45,3,3965779
90,4,7254134
90,3,7263238
45,1,7263238
90,7,8272028
45,4,8272028
90,3,7827903
