time,length,id
45,7,8280688
90,4,7828077
45,1,7828077
90,4,9645136
90,4,7851898
90,4,11392821
45,1,11392821
90,3,5509198
45,1,5509198
90,4,7498192
45,1,7498192
90,7,7885105
45,4,7885105
90,5,7142210
45,2,7142210
90,3,7127741
90,3,7080067
90,5,5582506
45,3,5582506
90,6,11392882
45,2,11392882
90,4,7828008
45,2,7828008
90,4,9580965
90,3,8738596
45,3,8738596
90,4,7823131
90,4,11352605
45,4,11352605
90,3,7306776
45,1,7306776
90,2,6784776
90,4,8970351
90,3,8748699
45,3,8748699
90,4,8970479
45,1,8970479
90,5,9576470
45,2,9576470
90,9,10913388
45,5,10913388
90,4,8692272
45,3,8692272
90,3,8243481
45,2,8243481
90,4,7851952
45,2,7851952
90,4,10411397
45,1,10411397
90,6,8678849
45,4,8678849
90,3,7142231
45,1,7142231
90,3,6784854
45,2,6784854
90,3,7828138
45,1,7828138
90,4,7090370
45,4,7090370
90,4,10121881
45,2,10121881
90,5,6855856
45,4,6855856
90,3,7142114
90,6,11077408
45,5,11077408
90,5,10114814
45,3,10114814
90,4,7080175
90,3,7458911
90,4,8897103
45,2,8897103
90,4,6771004
90,3,8970364
90,3,7437078
45,3,7437078
90,2,9594796
45,1,9594796
90,3,7127618
45,2,7127618
90,3,7459009
45,2,7459009
90,4,3965537
90,3,6807607
90,2,4157767
45,2,4157767
90,7,11453124
45,4,11453124
90,5,9602953
45,1,9602953
90,3,7127605
45,1,7127605
90,2,7108407
45,1,7108407
90,8,10978545
45,7,10978545
90,3,5615140
45,2,5615140
90,7,7828186
45,1,7828186
90,4,8243636
45,2,8243636
90,4,7498100
45,1,7498100
90,2,7458903
90,4,7490583
90,3,7437954
45,1,7437954
90,3,8243525
45,1,8243525
90,3,8235598
45,1,8235598
90,4,7458999
90,5,10230545
45,1,10230545
90,4,8833546
45,1,8833546
90,4,7900859
90,3,11391403
45,4,11391403
45,2,7851951
90,4,3965583
45,1,3965583
90,3,11391359
45,2,11391359
90,2,7821324
45,4,7821324
90,3,8966442
45,1,8966442
90,3,7901075
90,4,7828142
45,1,7828142
90,4,8897177
45,1,8897177
90,4,8246090
45,1,8246090
90,6,11107060
45,2,11107060
90,4,10385538
45,2,10385538
90,5,7490641
45,1,7490641
90,3,9602886
45,1,9602886
90,3,5614754
90,4,6830180
45,4,9099562
90,3,7437839
45,2,7437839
90,4,9602834
45,1,9602834
90,3,9594648
45,4,9594648
90,5,8243533
45,3,8243533
90,3,7459151
45,2,7459151
90,3,8966345
45,1,8966345
90,3,8897139
45,1,8897139
90,3,8833433
45,1,8833433
90,3,7828196
45,2,7828196
90,6,10952020
45,10,10952020
90,3,8684148
45,1,8684148
90,3,10131311
45,2,10131311
90,6,7827916
45,1,7827916
90,4,5582852
45,1,5582852
90,6,8243544
45,2,8243544
90,4,10385698
45,1,10385698
90,3,7080104
45,2,7080104
90,3,8970648
90,2,5764368
45,1,5764368
90,3,8896848
45,1,8896848
90,4,7901063
45,1,7901063
90,3,7108687
90,3,9645165
45,3,9645165
90,2,8966461
90,3,6770580
45,2,6770580
90,6,4157889
45,3,4157889
90,5,6768308
45,3,6768308
90,3,7438428
45,1,7438428
90,4,3947435
45,2,3947435
90,3,8532930
45,2,8532930
90,2,7127803
45,1,7127803
90,4,11368761
45,3,11368761
90,3,10056696
45,1,10056696
90,4,7080198
90,4,6830154
45,2,6830154
90,5,11369288
45,3,11369288
90,4,10389767
45,1,10389767
90,1,5615044
90,6,10230547
45,3,10230547
90,4,7498181
45,2,7498181
90,4,8966347
45,4,8966347
90,3,9645121
90,4,8145600
45,2,8145600
90,6,10390043
45,2,10390043
90,3,7885087
45,1,7885087
90,3,8897112
45,1,8897112
90,4,6768176
90,4,8245954
45,2,8245954
90,3,7659599
45,2,7659599
90,5,11777281
45,5,11777281
90,5,8678418
45,3,8678418
90,4,10411648
45,1,10411648
90,4,8748588
45,2,8748588
90,4,9301688
45,6,9301688
90,3,9602983
45,1,9602983
90,2,7079931
45,1,7079931
90,4,8738797
45,2,8738797
90,6,11352303
45,5,11352303
90,3,8243593
45,3,8243593
90,5,7689472
45,2,7689472
90,3,5509754
90,2,8678912
45,2,8678912
90,6,11452952
45,5,11452952
90,2,8833587
45,1,8833587
45,1,5614822
90,4,11369492
45,3,11369492
90,3,7079937
45,1,7079937
90,2,6807562
90,4,8738569
45,1,8738569
90,4,8243609
45,3,8243609
90,4,8897146
45,2,8897146
90,4,6768110
45,2,6768110
90,2,10411661
45,5,10411661
90,2,7851827
90,4,8684143
45,2,8684143
90,3,7438481
90,3,6807618
90,3,5615120
90,2,3976747
90,2,7895689
45,2,7895689
90,3,7851796
45,2,7851796
90,1,10390046
45,2,10390046
90,4,10385635
45,2,10385635
45,2,3976609
90,4,7900834
45,1,7900834
90,4,10388528
45,2,10388528
90,5,10401902
45,1,10401902
90,4,10408265
45,5,10408265
90,5,7090285
45,2,7090285
90,3,10913359
45,4,10913359
90,3,10236820
45,6,10236820
90,3,8645453
90,5,9099531
45,1,9099531
90,4,10411398
45,2,10411398
90,2,9576193
45,1,9576193
90,2,6783242
90,5,7895289
45,2,7895289
90,3,7648939
45,2,4157835
90,2,6784800
90,3,9576273
45,2,9576273
45,2,7459042
90,2,7108469
45,1,7108469
90,3,5764692
45,1,5764692
90,3,7885026
45,2,7885026
90,5,7885073
45,1,7885073
90,2,7080202
45,4,7080202
90,4,8280739
45,1,8280739
90,3,7895377
45,3,7895377
90,3,7090033
45,1,7090033
90,4,8897206
45,1,8897206
90,3,11406905
45,2,11406905
90,3,8896963
45,1,8896963
90,4,3965745
45,4,3965745
90,1,8272027
90,4,10230532
45,5,10230532
90,2,5508792
90,2,9576285
45,2,9576285
90,2,8738529
45,1,8738529
90,4,7827997
45,1,7827997
45,1,9594911
90,3,7127764
90,5,9456462
45,1,9456462
90,3,7438702
45,1,7438702
90,2,10388451
45,2,10388451
90,3,5509770
45,1,5509770
90,4,3947229
45,1,3947229
90,6,7498202
45,2,7498202
90,5,7659879
45,4,7659879
90,2,7437969
45,2,7437969
90,4,9594595
45,1,9594595
45,3,8272349
45,1,7851937
90,2,6771057
45,1,6771057
90,2,7090306
45,2,7090306
90,3,8517683
45,1,8517683
45,1,7498335
45,1,8833534
90,2,9576418
45,1,9576418
90,3,7090283
45,1,7090283
90,4,8692277
45,2,8692277
90,3,9576309
45,1,9576309
45,2,7851912
90,2,7080093
90,2,10411711
45,1,8272105
90,3,7437786
45,1,7437786
90,3,10063787
45,1,10063787
90,3,8897141
45,2,8897141
90,2,6770481
45,1,6770481
90,3,8243583
45,1,8243583
45,1,7851914
90,2,7498040
90,2,4768716
45,1,4768716
90,10,10913486
45,4,10913486
90,3,7437910
45,2,7437910
45,1,8833486
90,2,10583807
45,3,10583807
90,3,3965579
45,3,3965579
90,3,7437724
45,1,7437724
90,5,11453139
45,3,11453139
90,3,9576344
45,3,9576344
90,2,5583006
45,2,5583006
90,3,6768367
45,1,6768367
90,2,7885214
90,2,8897031
45,3,8897031
45,2,9594557
90,9,10913435
45,6,10913435
90,3,7827947
45,1,7827947
90,2,10388491
45,3,10388491
90,7,11452960
45,5,11452960
90,2,5509282
45,1,5509282
90,3,7900976
45,4,11396265
90,3,7437799
45,2,7437799
90,1,7079901
45,1,7079901
90,1,7079975
45,1,7079975
90,1,6770987
90,4,8246181
90,4,7821437
45,1,7821437
90,4,5614772
45,1,5614772
90,3,6784714
45,1,6784714
90,8,10913469
45,2,10913469
90,4,3965729
45,1,3965729
90,2,5614804
90,2,3947407
45,3,3947407
90,4,8243562
45,3,8243562
90,7,8976138
45,4,8976138
90,3,7895384
45,1,7895384
90,3,9594554
90,3,7053201
45,2,7053201
90,4,11453135
45,2,11453135
90,5,9594667
45,2,9594667
90,5,7142337
45,1,7142337
90,5,11406877
45,3,11406877
90,3,6807722
90,3,7827908
45,2,7827908
90,3,10390032
90,5,3947359
45,2,3947359
90,5,8425261
45,5,8425261
90,5,7659877
45,3,7659877
90,4,7437079
45,1,7437079
90,3,7108699
90,3,8897122
45,2,8897122
90,3,5509414
45,4,5509414
90,4,3947367
45,1,3947367
90,3,7900953
45,1,7900953
90,5,8738575
90,4,8970472
45,1,8970472
90,3,6771084
45,3,6771084
90,3,7127535
90,3,10408271
45,4,10408271
90,3,8645601
90,3,7090150
45,1,7090150
90,3,9576333
90,3,8280760
45,1,8280760
90,4,8896854
45,1,8896854
90,3,9594791
90,4,6784778
45,1,6784778
90,4,7895580
45,2,7895580
90,3,8337707
45,2,8337707
90,4,7895357
45,1,7895357
90,4,7787491
45,1,7787491
90,3,7794778
45,2,7794778
90,4,10089499
90,4,7437807
45,2,7437807
90,3,7108421
45,1,7108421
90,3,8280661
45,1,8280661
90,3,7851924
90,8,10385646
45,1,10385646
90,4,7438071
45,1,7438071
90,3,7459087
45,3,7459087
90,3,7458979
45,1,7458979
90,3,5509702
45,1,5509702
90,4,6973943
45,1,6973943
90,4,7090042
45,1,7090042
90,6,10411733
45,1,10411733
90,4,9099523
45,4,9099523
90,4,7437977
45,1,7437977
90,3,7080227
90,5,8966157
90,4,4768774
45,2,4768774
90,4,7080030
90,3,6784838
90,3,6989524
45,1,6989524
90,3,8645553
45,1,8645553
90,4,8896853
90,3,10196717
45,2,10196717
90,4,7108708
90,3,8897049
45,1,8897049
90,3,8272115
90,3,7080178
45,1,7080178
90,5,9302951
45,3,9302951
90,4,8897207
90,3,4768776
45,1,4768776
90,3,6807765
90,5,7090165
45,2,7090165
90,3,7035290
45,1,7035290
90,6,10408468
45,1,10408468
90,4,7438689
90,4,9645063
90,3,9662142
45,3,9662142
90,3,5509802
45,3,5509802
90,4,5583220
45,1,5583220
90,6,10385438
45,2,10385438
90,3,7438413
90,3,7437735
45,3,7437735
90,5,7437840
45,1,7437840
90,5,9602827
45,1,9602827
90,4,7140723
45,2,7140723
90,3,7828052
45,1,7828052
90,4,10385495
45,1,10385495
90,6,8280916
45,4,8280916
90,3,7437832
45,2,7437832
90,2,5509534
45,5,5509534
90,3,5764428
45,1,5764428
90,6,9594843
45,1,9594843
90,4,5582980
45,1,5582980
90,2,7498343
45,2,7498343
90,3,5509628
45,1,5509628
90,7,8517807
45,1,8517807
90,4,8645523
45,3,8645523
90,3,7490733
90,4,7437973
45,1,7437973
90,3,9576278
45,1,9576278
90,7,9098892
45,3,9098892
90,4,9099558
45,2,9099558
90,3,8833583
45,1,8833583
90,3,8738628
45,3,8738628
90,3,3947161
45,2,3947161
90,3,9099592
45,3,9099592
90,5,8896942
45,1,8896942
90,3,7490758
90,3,7438597
45,1,7438597
90,5,7142251
45,2,7142251
90,3,7438421
90,7,9602847
90,3,8243569
90,3,7458984
45,2,7458984
90,4,5582600
45,1,5582600
90,5,6768375
45,3,6768375
90,3,6768183
45,1,6768183
90,3,10385555
45,3,10385555
90,4,7828105
45,1,7828105
90,4,7675792
45,1,7675792
90,4,9456442
45,1,9456442
90,3,8833602
90,4,9302905
45,2,9302905
90,3,5764578
90,5,9099575
90,3,7977605
90,3,9603141
45,1,9603141
90,3,5509596
90,3,5509220
90,5,8246046
45,3,8246046
90,4,7885147
45,2,7885147
90,5,7498249
45,2,7498249
90,5,8833619
45,3,8833619
90,4,5509732
90,3,5582692
45,2,5582692
90,4,4768712
45,2,4768712
90,4,11391387
45,3,11391387
90,5,6770970
45,2,6770970
90,5,7821562
45,1,7821562
90,3,7821406
90,4,7459102
90,6,10230561
45,1,10230561
90,4,11173345
45,2,11173345
90,3,10665958
45,2,10665958
90,3,10385699
45,1,10385699
90,6,7900954
45,1,7900954
90,4,9099618
45,2,9099618
90,4,8897191
45,1,8897191
90,5,4157771
90,5,7821686
45,2,7821686
90,3,8970349
45,2,8970349
90,3,7498361
45,1,7498361
90,4,7090262
45,1,7090262
90,3,8970546
90,4,9576095
45,4,9576095
90,4,7142017
45,1,8272068
90,4,9576443
45,3,9576443
90,4,5583176
45,1,5583176
90,3,5614768
90,2,8246028
45,2,8246028
90,4,10388305
45,2,10388305
90,2,7306800
45,1,7306800
90,3,5509560
45,1,5509560
90,4,8245956
90,4,10385632
45,2,10385632
90,4,8966384
45,1,8966384
90,4,5509484
90,3,5509280
90,3,7080060
90,4,6768313
45,1,6768313
90,6,10408568
45,5,10408568
90,5,9103383
45,2,9103383
90,5,8990593
45,3,8990593
90,5,7828060
45,1,7828060
90,4,9576280
45,3,9576280
45,1,7490560
90,4,7821640
45,1,7821640
90,4,7828203
45,1,7828203
90,3,7851876
45,1,7851876
90,2,7821434
45,1,7821434
90,4,9580958
45,2,9580958
90,5,11368714
45,3,11368714
90,6,7821662
45,1,7821662
90,6,11407510
90,4,7090093
45,1,7090093
90,3,8692239
45,3,8692239
90,4,9576264
90,2,4157729
45,2,4157729
90,5,8245941
45,1,8245941
90,7,10913480
45,2,10913480
90,4,10389809
45,1,10389809
90,4,9594285
90,5,9602996
45,2,9602996
90,4,10385492
45,8,10385492
90,5,7648940
45,1,7648940
90,3,6829816
45,1,6829816
90,4,3965705
90,4,11368698
90,4,6768253
45,1,6768253
90,3,8246055
45,1,8246055
90,4,7823202
45,2,7823202
90,4,7141989
45,4,7141989
90,3,6770863
90,2,6771051
45,1,6771051
90,3,8541000
45,1,8541000
90,4,8243611
45,5,8243611
90,3,7490869
45,1,7490869
45,2,9594331
90,3,7080204
90,3,5615108
90,3,6784727
90,10,11173344
45,2,11173344
90,3,8738661
45,1,8738661
90,5,8897158
45,4,8897158
90,5,8966411
90,4,7828074
45,1,7828074
90,4,7437895
45,4,7437895
90,2,6771064
45,2,6771064
90,3,6784802
45,1,6784802
90,3,6989529
45,1,6989529
90,4,7498357
45,2,7498357
90,2,7895326
45,2,7895326
90,3,9440250
90,3,6807350
90,4,7438000
45,2,7438000
90,2,7459188
45,1,7459188
90,4,10583800
45,3,10583800
90,7,10408636
45,2,10408636
90,3,6830129
45,3,6830129
90,3,7108375
90,4,10385569
45,2,10385569
90,3,8966514
45,1,8966514
90,4,7498197
90,4,10408494
45,6,10408494
90,3,8966368
45,4,8966368
90,3,7828148
45,1,7828148
90,5,7947182
45,3,7947182
90,5,9688836
45,3,9688836
90,4,6770968
45,1,6770968
90,3,7306773
45,2,7306773
90,4,7090073
45,2,7090073
90,4,8272129
90,6,11369395
45,1,11369395
90,3,10385727
45,1,10385727
90,5,11391412
45,1,11391412
90,3,8272182
45,3,8272182
90,4,7079977
45,1,7079977
90,4,10389826
45,1,10389826
90,3,7040538
45,2,7040538
90,2,8246156
45,2,8246156
90,4,8022157
45,2,8022157
90,4,9594420
90,6,7689518
45,1,7689518
90,4,9602958
45,2,9602958
90,5,7827951
90,5,7900907
90,3,6768138
45,3,6768138
90,3,4061185
45,2,4061185
90,6,11352458
45,1,11352458
90,3,3976709
45,2,3976709
90,4,11369417
45,2,11369417
90,3,10408515
45,2,10408515
90,4,5509602
45,2,5509602
90,3,7458992
45,2,7458992
90,3,9326482
45,2,9326482
90,4,8140046
45,2,8140046
90,4,8896997
45,1,8896997
90,3,7437776
45,2,7437776
90,2,3947357
90,3,7459086
45,2,7459086
90,3,9594660
90,4,10389961
90,4,8738891
90,5,11396319
45,3,11396319
90,5,8896879
45,3,8896879
90,4,9662149
45,3,9662149
90,4,8243411
45,1,8243411
90,5,8243435
45,2,8243435
90,6,11392832
45,5,11392832
90,5,8797342
45,3,8797342
90,6,8678081
45,2,8678081
90,3,5509526
45,3,5509526
90,3,9594298
45,1,9594298
90,3,9594542
45,2,9594542
90,3,5509868
45,1,5509868
90,4,8214610
45,1,8214610
90,3,3947423
45,1,3947423
90,3,7080050
90,4,6784774
45,1,6784774
90,7,11392896
45,2,11392896
90,5,8966290
90,3,7458976
90,3,5509242
90,6,10411606
45,2,10411606
90,4,9576268
45,3,9576268
90,3,8897129
45,2,8897129
90,5,8679120
90,3,8833625
45,1,8833625
90,5,9688882
90,3,3947405
45,1,3947405
90,3,6768226
45,1,6768226
90,4,7438470
90,6,8966257
45,4,8966257
90,5,10327229
90,3,9594475
90,4,5509566
45,1,5509566
90,3,6807705
45,1,6807705
90,3,8152886
90,5,10913483
45,3,10913483
90,5,10385467
45,4,10385467
90,3,8966370
45,3,8966370
90,3,7072010
90,3,7108411
45,1,7108411
90,8,7828228
45,2,7828228
90,4,8738565
90,6,7438079
45,1,7438079
90,3,5786258
45,1,5786258
90,2,7821651
45,1,7821651
90,8,10385473
45,2,10385473
90,5,11369391
45,2,11369391
90,4,10285262
45,1,10285262
90,6,7648922
45,2,7648922
90,4,9594641
45,2,9594641
90,3,3947139
90,5,5785962
90,3,7079892
90,5,8966334
90,4,10236823
45,1,10236823
90,5,10408326
45,1,10408326
90,3,8896856
45,1,8896856
90,4,8833543
45,2,8833543
90,3,6807483
90,3,7823166
45,1,7823166
90,4,11352477
45,6,11352477
90,2,7459168
90,3,8970480
45,3,8970480
90,3,9603371
45,2,9603371
90,4,8897091
45,1,8897091
90,3,8243561
45,1,8243561
90,4,8586130
45,2,8586130
90,3,7438085
45,1,7438085
90,2,8738830
45,1,8738830
90,3,3947321
45,1,3947321
90,4,10385465
45,1,10385465
90,4,7437876
90,5,9099528
45,1,9099528
90,3,8738858
45,1,8738858
90,3,8897026
45,1,8897026
90,6,11396377
45,1,11396377
90,4,7437941
45,2,7437941
90,3,3947401
90,4,5582466
45,2,5582466
90,5,11407383
45,1,11407383
90,4,6768172
45,1,6768172
90,4,7498348
45,5,7498348
90,4,7458956
45,1,7458956
90,4,8896906
45,4,8896906
90,4,4157937
90,3,5614942
90,3,7090047
45,1,7090047
90,5,8896962
45,2,8896962
90,3,7090017
45,2,7090017
90,3,7490565
90,3,8541257
90,2,8738770
90,3,5614796
45,1,5614796
90,4,7438005
45,2,7438005
90,4,9602912
45,2,9602912
90,4,6771017
45,2,6771017
90,2,8738862
90,6,8896887
45,2,8896887
90,5,7498349
45,1,7498349
90,5,10648840
45,2,10648840
90,8,11453235
45,2,11453235
90,9,8243603
45,2,8243603
90,4,7438404
90,3,7895287
45,1,7895287
90,4,8970623
45,3,8970623
90,3,5614824
45,1,5614824
90,6,8346059
45,3,8346059
90,3,7108508
90,8,11264825
45,8,11264825
90,5,8243412
45,3,8243412
90,4,7851919
45,1,7851919
90,3,10389886
45,3,10389886
90,4,10390072
45,2,10390072
90,4,8272007
45,1,8272007
90,7,9602833
45,1,9602833
90,5,10665979
45,7,10665979
90,4,8245982
45,1,8245982
90,5,11352590
45,2,11352590
90,3,8245841
45,2,8245841
90,3,9342143
45,2,9342143
90,4,7040533
45,2,7040533
90,5,9099598
45,1,9099598
90,4,7079919
90,3,5764438
90,4,8970459
45,4,8970459
90,5,7885140
45,1,7885140
90,4,7828166
45,2,7828166
90,5,8271994
45,5,8271994
90,5,7885076
45,2,7885076
90,4,5583158
45,2,5583158
90,3,7090157
45,1,7090157
90,3,7498160
90,3,8897027
45,1,8897027
45,1,8833574
90,3,7108659
90,2,7127679
90,2,8833417
90,5,8684172
45,2,8684172
90,2,8738822
45,3,8738822
90,3,8243539
45,2,8243539
45,1,7142315
90,5,11926463
45,3,11926463
90,3,8712830
45,1,8712830
90,6,9576206
45,4,9576206
90,4,6830236
45,1,6830236
90,2,7079994
90,3,7080006
45,2,7080006
90,3,8272017
45,2,8272017
90,5,11396355
45,4,11396355
90,3,7851682
90,2,3947283
90,2,7851834
45,3,7851834
90,3,9576125
45,2,9576125
90,4,7090041
45,2,7090041
90,2,7108403
90,3,5582874
45,2,5582874
90,2,7108368
90,3,7821592
90,6,7885127
45,2,7885127
90,3,8246192
45,1,8246192
90,4,7821570
90,3,8897115
45,3,8897115
90,3,3965525
45,2,3965525
90,3,8896886
45,1,8896886
90,4,7438070
45,1,7438070
90,4,7851725
45,1,7851725
90,1,7459112
45,1,7498190
90,4,11368725
90,3,6768305
45,1,6768305
90,2,7895584
90,4,8096128
90,4,7851739
90,4,9594865
45,1,9594865
90,6,8738873
45,2,8738873
90,4,8970585
90,3,8022095
45,1,8022095
90,3,7821441
45,1,7821441
90,3,7459181
45,1,7459181
90,2,7080169
45,2,7080169
90,3,7821573
90,6,9603152
45,1,9603152
90,5,8897089
45,2,8897089
90,3,6770770
90,6,5582708
45,1,5582708
90,4,7851821
45,2,7851821
90,3,8897137
45,3,8897137
90,4,8243502
45,1,8243502
90,3,7659874
45,2,7659874
90,3,8738663
45,1,8738663
90,3,8833714
45,1,8833714
90,4,5786310
45,1,5786310
90,3,8272066
90,4,10388247
45,2,5764838
90,6,11406826
45,2,11406826
90,2,8271999
45,2,8271999
90,2,9595202
90,4,6768075
45,1,6768075
90,7,7885153
45,1,7885153
90,2,7108677
90,4,9595126
90,2,5615022
90,4,6768374
45,2,6768374
90,5,8738568
45,3,8738568
90,4,7438489
45,1,7438489
90,4,6830172
45,1,6830172
90,5,7827963
45,1,7827963
90,6,9602819
45,3,9602819
90,3,7821677
90,5,7851767
45,1,7851767
90,4,7757316
45,2,7757316
90,4,5785960
45,1,5785960
90,3,8346105
45,6,8346105
90,5,9099577
45,4,9099577
90,4,8897189
45,2,8897189
90,4,6768151
45,1,6768151
90,3,7459057
90,2,7851688
90,4,8970536
90,2,8738783
90,3,8970606
45,1,8970606
90,3,7827973
45,5,7827973
90,3,6770787
45,3,6770787
45,1,8243445
90,3,7438696
90,5,9645419
45,2,9645419
90,3,8966422
90,3,9456440
45,1,9456440
90,7,8540983
45,3,8540983
90,6,9934110
45,1,9934110
90,3,7142087
45,1,7142087
90,6,11369403
90,3,7437802
45,2,7437802
90,4,10411693
90,3,8896890
45,1,8896890
90,7,12058056
45,3,12058056
90,3,7821439
45,1,7821439
90,8,8692243
45,2,8692243
90,5,7900917
90,4,9594261
45,1,9594261
90,3,9602893
45,5,9602893
90,3,9644958
45,2,9644958
90,2,5615144
90,4,11007868
45,2,11007868
90,5,10388364
45,1,10388364
90,3,8970354
90,4,7827969
45,1,7827969
90,5,9302973
45,3,9302973
90,2,7079896
90,4,6768328
45,3,6768328
90,4,10028225
45,3,10028225
90,3,10385692
45,3,10385692
90,4,7108467
90,3,8738629
45,3,8738629
90,4,9576409
90,10,10411411
45,2,10411411
90,6,8748541
45,2,8748541
90,5,10583823
45,3,10583823
90,5,8966443
45,2,8966443
90,3,6770806
45,1,6770806
90,3,10390117
45,1,10390117
90,3,8541263
90,3,8243734
45,2,8243734
120,1,10230582
105,2,10230582
90,4,10230582
45,2,10230582
90,3,10411494
90,4,7900848
90,4,7498029
45,2,7498029
90,4,8896927
45,1,8896927
90,6,11352414
45,1,11352414
90,5,10385451
45,2,10385451
90,5,9576228
45,1,9576228
90,5,5786422
90,4,11406909
45,1,11406909
90,3,7977604
45,1,7977604
90,6,7901097
45,3,7901097
90,4,9514296
45,1,9514296
90,4,7459122
45,1,7459122
90,4,10388409
90,3,7438728
45,2,7438728
90,4,8833657
45,1,8833657
90,4,7438724
45,1,7438724
90,5,10389981
90,3,7080081
45,2,7080081
90,3,8897042
45,3,8897042
90,3,5582738
45,2,5582738
90,3,9594814
45,3,9594814
90,4,9335927
45,1,9335927
90,4,5509668
45,1,5509668
90,2,3947145
90,5,7438661
90,5,9688902
45,1,9688902
90,2,8897085
45,1,8897085
90,2,9594619
45,1,9594619
90,4,9594287
45,2,9594287
90,4,7885068
45,2,7885068
90,3,10385399
45,1,10385399
90,7,8966261
45,2,8966261
90,3,8833647
45,3,8833647
90,5,6768246
45,2,6768246
90,3,7490776
45,1,7490776
90,4,5582862
45,1,5582862
90,5,6768029
45,1,6768029
90,5,10411441
90,3,9302945
45,2,9302945
90,3,7079918
90,4,7497939
45,2,7497939
90,4,8243520
45,1,8243520
90,5,4768784
45,5,4768784
90,5,8970498
45,2,8970498
90,3,8280783
45,4,8280783
90,5,11392890
45,3,11392890
90,3,7438503
45,1,7438503
90,5,6768170
90,3,7821597
45,4,7821597
90,3,10390028
45,4,10390028
90,5,7090126
45,1,7090126
90,3,7080130
90,4,9099552
45,3,9099552
90,4,8280855
45,1,8280855
90,3,6767945
90,4,10063804
45,2,10063804
90,5,11407497
45,3,11407497
90,4,10389769
45,3,10389769
90,4,7654487
90,3,8897190
45,3,8897190
90,4,9645141
45,1,9645141
90,5,8897100
45,1,8897100
90,7,9576373
45,2,9576373
90,3,8151972
45,1,8151972
90,4,3976869
45,1,3976869
90,7,12099758
45,2,12099758
90,5,8245947
45,4,8245947
90,4,8738848
90,3,7127443
90,3,8272013
45,2,8272013
90,4,8897038
45,3,8897038
90,3,8970654
45,1,8970654
90,3,9576461
45,1,9576461
90,4,7090300
45,1,7090300
90,5,9645032
45,2,9645032
90,5,11352475
45,3,11352475
90,4,8897017
45,1,8897017
90,5,11862805
90,4,10388398
45,1,10388398
90,4,11392880
45,4,11392880
90,2,6784704
90,4,9645098
45,2,9645098
90,4,9645088
90,5,11640449
45,2,11640449
90,4,7142296
45,2,7142296
90,4,10390127
45,4,10390127
90,4,10385580
45,2,10385580
90,3,7900904
90,3,7438402
45,1,7438402
90,4,8679245
45,4,8679245
90,5,8833398
45,2,8833398
90,2,9602998
45,1,9602998
90,2,7142264
90,3,6784757
45,1,6784757
45,2,10388286
90,5,6768267
45,1,6768267
90,3,8738608
45,2,8738608
90,5,7885085
45,1,7885085
90,4,6770540
90,4,10385548
45,3,10385548
90,3,7895344
45,1,7895344
90,3,7438426
45,1,7438426
90,6,11407390
45,2,11407390
90,5,9301684
45,2,9301684
90,6,8897198
45,3,8897198
90,3,3976665
90,3,7498338
45,1,7498338
90,4,7090311
45,3,7090311
90,2,3976785
45,1,3976785
90,3,5764318
90,3,8561720
45,1,8561720
90,6,9099515
45,3,9099515
90,3,9576430
45,3,9576430
90,4,7703889
45,1,7703889
90,6,10144889
45,3,10144889
90,3,9373761
45,1,9373761
90,4,5509374
90,3,7459121
45,1,7459121
90,5,9645413
45,2,9645413
90,3,7080162
90,4,10385372
45,2,10385372
90,3,7142000
90,2,3965749
45,3,3965749
90,4,8272037
45,4,8272037
90,3,8833481
45,3,8833481
90,2,7438639
45,2,7438639
90,3,8897219
45,1,8897219
90,3,8738581
45,2,8738581
90,3,3947433
45,1,3947433
90,4,7498301
45,1,7498301
90,6,9594762
90,3,5509812
45,1,5509812
90,4,7828097
90,3,8738820
90,4,10411654
90,5,9099585
45,3,9099585
90,5,9099514
45,2,9099514
90,3,7142270
45,2,7142270
90,10,10913541
90,4,10390134
45,2,10390134
90,7,11396456
45,3,11396456
90,3,6770981
45,1,6770981
90,5,8679262
45,3,8679262
90,4,9576189
45,2,9576189
90,3,7901000
45,3,7901000
90,6,8833405
90,4,8271914
45,2,8271914
90,6,9602908
90,3,8645449
45,1,8645449
90,3,7851809
45,2,7851809
90,4,7498199
90,4,8243429
45,4,8243429
45,4,8678386
90,3,9594256
90,3,8738637
90,6,11352547
45,5,11352547
90,4,8896863
45,1,8896863
90,1,6784894
45,1,6784894
90,2,7080028
90,2,8541076
45,1,8541076
90,7,10913362
45,6,10913362
90,2,7828253
45,2,7828253
90,2,7498095
90,2,10388487
45,4,10388487
90,3,5581516
45,2,5581516
90,3,7900898
45,3,7900898
90,5,7090195
45,2,7090195
90,4,6768191
45,2,6768191
90,3,7497947
45,1,7497947
90,5,7901094
45,1,7901094
90,3,7664301
45,2,7664301
90,4,7490601
45,3,7490601
90,7,8243564
45,5,8243564
90,3,6830230
45,5,6830230
90,4,4157839
90,7,7090348
45,1,7090348
90,5,10388360
90,4,8966336
90,3,6807690
90,7,10665952
90,2,5509622
45,2,5509622
90,9,10583913
45,7,10583913
90,4,8337973
90,2,7127641
45,2,7127641
90,3,4768742
45,1,4768742
45,2,7851776
90,2,7437999
45,2,7437999
90,3,8738866
45,1,8738866
90,2,8678848
45,4,8678848
90,8,9594358
90,5,10411497
45,2,10411497
90,6,11452977
45,12,11452977
45,1,7142202
90,5,8897001
45,3,8897001
90,5,7437996
